DEPARTURES_PERFORMED_sum,SEATS_sum,PASSENGERS_sum,occupancy_total,orig_code,orig_name,orig_city,ORIGIN_STATE_ABR,orig_lat,orig_lon,dest_code,dest_name,dest_city,DEST_STATE_ABR,dest_lat,dest_lon,occupancy_med,occupancy_mean,DISTANCE_mean,RAMP_TO_RAMP_mean,AIR_TIME_mean
524.0,57291.0,40981.0,0.715313050916,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.736813427988,0.74008952829,677.0,5404.5,4354.16666667
3.0,356.0,320.0,0.898876404494,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,ONT,Ontario International Airport,Ontario,CA,34.055999755859375,-117.60099792480469,0.986013986014,0.848168063208,630.0,146.0,126.666666667
159.0,22491.0,17913.0,0.796451914099,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.800119769029,0.803652737565,628.0,2839.16666667,2463.16666667
1.0,50.0,8.0,0.16,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,RDM,Roberts Field,Redmond-Bend,OR,44.2541008,-121.1500015,0.16,0.16,272.0,55.0,42.0
323.0,20390.0,12782.0,0.626875919568,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.634594594595,0.643669017046,250.0,2366.0,1699.33333333
3.0,24.0,5.0,0.208333333333,APC,Napa County Airport,Napa,CA,38.2132,-122.280998,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.1875,0.1875,353.0,89.0,78.0
1.0,8.0,2.0,0.25,APC,Napa County Airport,Napa,CA,38.2132,-122.280998,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,0.25,0.25,442.0,77.0,69.0
3.0,34.0,13.0,0.382352941176,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.307692307692,0.429487179487,725.0,111.333333333,99.3333333333
380.0,26153.0,17932.0,0.685657477154,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.722393584207,0.699804208324,737.0,7185.28571429,5697.14285714
25.0,4140.0,2383.0,0.575603864734,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,0.494728915663,0.512250926784,516.0,636.0,516.0
52.0,8085.0,5210.0,0.644403215832,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.673878205128,0.506232612918,668.0,799.125,688.5
26.0,4226.0,3525.0,0.834122101278,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,SCK,Stockton Metropolitan Airport,Stockton,CA,37.894199371338,-121.2379989624,0.816265060241,0.823156361711,625.0,596.4,494.4
4.0,600.0,231.0,0.385,BFI,Boeing Field King County International Airport,Seattle,WA,47.529998779296875,-122.302001953125,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.418888888889,0.418888888889,677.0,248.5,209.5
1.0,16.0,11.0,0.6875,BFI,Boeing Field King County International Airport,Seattle,WA,47.529998779296875,-122.302001953125,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.6875,0.6875,702.0,125.0,113.0
1.0,215.0,120.0,0.558139534884,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,BIF,Biggs Army Air Field (Fort Bliss),El Paso,TX,31.84950066,-106.3799973,0.558139534884,0.558139534884,771.0,114.0,102.0
1.0,79.0,59.0,0.746835443038,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.746835443038,0.746835443038,94.0,39.0,24.0
1.0,162.0,91.0,0.561728395062,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,0.561728395062,0.561728395062,224.0,58.0,39.0
294.0,15111.0,10615.0,0.702468400503,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43429946899414,-112.01200103759766,0.700090124157,0.70065539816,425.0,6716.25,5101.75
