DEPARTURES_PERFORMED_sum,SEATS_sum,PASSENGERS_sum,occupancy_total,orig_code,orig_name,orig_city,ORIGIN_STATE_ABR,orig_lat,orig_lon,dest_code,dest_name,dest_city,DEST_STATE_ABR,dest_lat,dest_lon,occupancy_med,occupancy_mean,DISTANCE_mean,RAMP_TO_RAMP_mean,AIR_TIME_mean
555.0,56323.0,46694.0,0.829039646326,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.871476904972,0.854540356238,677.0,3848.11111111,3093.05555556
1.0,50.0,49.0,0.98,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,ONT,Ontario International Airport,Ontario,CA,34.055999755859375,-117.60099792480469,0.98,0.98,630.0,132.0,99.0
170.0,25209.0,19554.0,0.77567535404,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.834285714286,0.820861864042,628.0,1661.18181818,1438.09090909
1.0,76.0,27.0,0.355263157895,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.355263157895,0.355263157895,685.0,121.0,93.0
365.0,19930.0,15547.0,0.780080280983,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.792692307692,0.693474784568,250.0,3442.14285714,2456.14285714
3.0,42.0,22.0,0.52380952381,APC,Napa County Airport,Napa,CA,38.2132,-122.280998,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.589285714286,0.589285714286,353.0,92.5,74.5
3.0,24.0,5.0,0.208333333333,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.208333333333,0.208333333333,725.0,461.0,363.0
99.0,6865.0,4548.0,0.662490895849,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.675595238095,0.622568916751,737.0,4526.33333333,3521.0
2.0,298.0,32.0,0.107382550336,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,0.107382550336,0.107382550336,448.0,177.0,141.0
5.0,830.0,577.0,0.695180722892,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,0.695180722892,0.695180722892,516.0,522.0,432.0
45.0,7068.0,4958.0,0.701471420487,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.749013806706,0.530628654721,668.0,1099.8,947.6
3.0,479.0,171.0,0.356993736952,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.375130353818,0.375130353818,324.0,129.0,96.0
28.0,4528.0,3730.0,0.823763250883,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,SCK,Stockton Metropolitan Airport,Stockton,CA,37.894199371338,-121.2379989624,0.828004324992,0.793654747194,625.0,521.0,444.0
1.0,181.0,160.0,0.883977900552,BFI,Boeing Field King County International Airport,Seattle,WA,47.529998779296875,-122.302001953125,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.883977900552,0.883977900552,684.0,130.0,98.0
1.0,149.0,34.0,0.228187919463,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.228187919463,0.228187919463,236.0,70.0,43.0
277.0,15075.0,11111.0,0.737048092869,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43429946899414,-112.01200103759766,0.739540229885,0.694326883282,425.0,3614.42857143,2722.57142857
1.0,166.0,115.0,0.692771084337,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,RNO,Reno Tahoe International Airport,Reno,NV,39.49909973144531,-119.76799774169922,0.692771084337,0.692771084337,283.0,78.0,54.0
1.0,149.0,93.0,0.624161073826,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.624161073826,0.624161073826,215.0,50.0,39.0
173.0,8650.0,4712.0,0.544739884393,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.562807017544,0.546789913853,238.0,4037.66666667,2654.0
52.0,8112.0,7597.0,0.936513806706,BLI,Bellingham International Airport,Bellingham,WA,48.79280090332031,-122.53800201416016,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.932503770739,0.936281492654,764.0,2080.0,1800.0
246.0,20655.0,17021.0,0.824061970467,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.825317604356,0.778791322214,674.0,1716.68421053,1338.63157895
186.0,26576.0,20947.0,0.788192354004,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.787330316742,0.756240407396,512.0,2546.57142857,2102.14285714
93.0,6636.0,5677.0,0.855485232068,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.86797235023,0.845566762986,749.0,2029.5,1704.83333333
358.0,22286.0,18504.0,0.830297047474,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.835609756098,0.733127752388,522.0,3553.45454545,2807.63636364
93.0,7154.0,5592.0,0.781660609449,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.788695529145,0.803848592509,523.0,2556.5,2094.5
92.0,6992.0,5958.0,0.852116704805,BOI,Boise Air Terminal/Gowen field,Boise,ID,43.56439972,-116.2229996,SMF,Sacramento International Airport,Sacramento,CA,38.69540023803711,-121.59100341796875,0.849320882852,0.852433503113,437.0,2939.0,2410.0
3.0,42.0,22.0,0.52380952381,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,APC,Napa County Airport,Napa,CA,38.2132,-122.280998,0.589285714286,0.589285714286,353.0,101.0,83.0
2.0,16.0,3.0,0.1875,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,0.1875,0.1875,725.0,201.0,186.0
1.0,8.0,2.0,0.25,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,ENV,Wendover Airport,Wendover,UT,40.7187004089,-114.03099823,0.25,0.25,508.0,93.0,83.0
129.0,1161.0,345.0,0.297157622739,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,IPL,Imperial County Airport,Imperial,CA,32.834201812699995,-115.57900238,0.299663299663,0.299355207852,186.0,3399.33333333,2956.66666667
825.0,117693.0,83876.0,0.712667703262,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,0.579846938776,0.55321809722,223.0,3420.5,2323.35714286
1.0,8.0,1.0,0.125,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.125,0.125,18.0,47.0,15.0
1.0,14.0,2.0,0.142857142857,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,MRY,Monterey Peninsula Airport,Monterey,CA,36.58700180053711,-121.84300231933594,0.142857142857,0.142857142857,256.0,52.0,45.0
1038.0,146735.0,110220.0,0.751150032371,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.673732517483,0.545649706923,325.0,5165.78571429,3918.57142857
1.0,8.0,7.0,0.875,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,PGA,Page Municipal Airport,Page,AZ,36.92610168,-111.447998,0.875,0.875,432.0,70.0,57.0
932.0,108189.0,81332.0,0.751758496705,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43429946899414,-112.01200103759766,0.787473233405,0.747450124576,369.0,4431.0,3394.11764706
1.0,9.0,1.0,0.111111111111,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,0.111111111111,0.111111111111,109.0,36.0,26.0
1.0,8.0,3.0,0.375,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,RIL,Garfield County Regional Airport,Rifle,CO,39.52629852,-107.7269974,0.375,0.375,693.0,116.0,104.0
2.0,16.0,1.0,0.0625,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SAF,Santa Fe Municipal Airport,Santa Fe,NM,35.617099762,-106.088996887,0.0625,0.0625,703.0,222.0,196.0
179.0,1611.0,613.0,0.380509000621,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.351438351862,0.36922200079,122.0,2960.5,2490.75
1.0,8.0,4.0,0.5,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SCK,Stockton Metropolitan Airport,Stockton,CA,37.894199371338,-121.2379989624,0.5,0.5,301.0,65.0,53.0
422.0,22896.0,19183.0,0.837831935709,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.840952380952,0.779623056867,326.0,2954.66666667,2048.25
582.0,82455.0,57163.0,0.693262991935,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.56102189781,0.511326335806,296.0,3724.9,2887.7
257.0,13266.0,11350.0,0.85557063169,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SLC,Salt Lake City International Airport,Salt Lake City,UT,40.78839874267578,-111.97799682617188,0.858104575163,0.777788417339,574.0,4760.0,3708.5
567.0,81081.0,60231.0,0.74284974285,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SMF,Sacramento International Airport,Sacramento,CA,38.69540023803711,-121.59100341796875,0.756133056133,0.790165441481,358.0,6847.66666667,5508.16666667
2.0,16.0,7.0,0.4375,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,SUN,Friedman Memorial Airport,Hailey,ID,43.50439835,-114.2959976,0.4375,0.4375,678.0,211.0,186.0
1.0,8.0,7.0,0.875,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,TEX,Telluride Regional Airport,Telluride,CO,37.9538002,-107.9079971,0.875,0.875,639.0,87.0,81.0
148.0,1332.0,686.0,0.515015015015,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,VIS,Visalia Municipal Airport,Visalia,CA,36.3186988831,-119.392997742,0.522458628842,0.514719325082,157.0,3763.66666667,3211.33333333
1.0,166.0,107.0,0.644578313253,BZN,Gallatin Field,Bozeman,MT,45.77750015,-111.1529999,SMF,Sacramento International Airport,Sacramento,CA,38.69540023803711,-121.59100341796875,0.644578313253,0.644578313253,724.0,120.0,102.0
1.0,215.0,148.0,0.688372093023,CDC,Cedar City Regional Airport,Cedar City,UT,37.70100021362305,-113.0989990234375,SMF,Sacramento International Airport,Sacramento,CA,38.69540023803711,-121.59100341796875,0.688372093023,0.688372093023,467.0,72.0,66.0
177.0,5310.0,2325.0,0.437853107345,CEC,Jack Mc Namara Field Airport,Crescent City,CA,41.78020096,-124.2369995,PDX,Portland International Airport,Portland,OR,45.58869934,-122.5979996,0.443502824859,0.437548816684,275.0,4624.66666667,3982.33333333
1.0,8.0,4.0,0.5,CLD,Mc Clellan-Palomar Airport,Carlsbad,CA,33.12829971,-117.2799988,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,43.51459884643555,-112.07099914550781,0.5,0.5,770.0,134.0,123.0
1.0,14.0,7.0,0.5,CLD,Mc Clellan-Palomar Airport,Carlsbad,CA,33.12829971,-117.2799988,STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,CA,38.50899887,-122.8130035,0.5,0.5,484.0,86.0,74.0
1.0,70.0,14.0,0.2,DEN,Denver International Airport,Denver,CO,39.861698150635,-104.672996521,MMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,37.62409973,-118.8379974,0.2,0.2,780.0,148.0,103.0
205.0,24663.0,19896.0,0.806714511617,DEN,Denver International Airport,Denver,CO,39.861698150635,-104.672996521,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,0.851666666667,0.80648361252,776.0,1577.64705882,1314.52941176
1.0,14.0,12.0,0.857142857143,DVT,Phoenix Deer Valley Airport,Phoenix ,AZ,33.6883010864,-112.083000183,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.857142857143,0.857142857143,364.0,78.0,66.0
12.0,1536.0,1061.0,0.690755208333,EGE,Eagle County Regional Airport,Vail,CO,39.64260101,-106.9179993,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.690755208333,0.690755208333,748.0,1692.0,1364.0
285.0,32847.0,26006.0,0.79173136055,ELP,El Paso International Airport,El Paso,TX,31.80719948,-106.3779984,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.802151075538,0.821012228728,715.0,2833.30769231,2287.0
1.0,145.0,134.0,0.924137931034,ELP,El Paso International Airport,El Paso,TX,31.80719948,-106.3779984,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.924137931034,0.924137931034,636.0,106.0,91.0
1.0,8.0,2.0,0.25,ENV,Wendover Airport,Wendover,UT,40.7187004089,-114.03099823,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.25,0.25,508.0,104.0,92.0
1.0,166.0,120.0,0.722891566265,ENV,Wendover Airport,Wendover,UT,40.7187004089,-114.03099823,RDD,Redding Municipal Airport,Redding,CA,40.50899887,-122.2929993,0.722891566265,0.722891566265,435.0,78.0,54.0
135.0,11944.0,10539.0,0.882367716008,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.888341493268,0.876551733066,748.0,2142.75,1696.375
34.0,5358.0,4697.0,0.876633072042,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.887464387464,0.86747907939,445.0,557.2,450.0
528.0,33539.0,28430.0,0.84766987686,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.833766233766,0.84878117298,451.0,4412.81818182,3402.54545455
57.0,4332.0,3056.0,0.705447830102,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.703531082669,0.703531082669,471.0,2778.0,2277.0
