PASSENGERS_sum,class_bf_frac,class_c_frac,orig_code,orig_name,orig_city,ORIGIN_STATE_ABR,orig_lat,orig_lon,dest_code,dest_name,dest_city,DEST_STATE_ABR,dest_lat,dest_lon,DISTANCE_mean
28.0,0.0,1.0,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,672.0
12.0,0.25,0.75,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,744.0
4573.0,0.0603542532255,0.939645746775,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,677.0
11.0,0.0,1.0,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,LGB,Long Beach /Daugherty Field/ Airport,Long Beach,CA,33.81769943,-118.1520004,664.0
21.0,0.0,1.0,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,ONT,Ontario International Airport,Ontario,CA,34.055999755859375,-117.60099792480469,630.0
2020.0,0.0,1.0,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,628.0
45.0,0.0,1.0,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,SNA,John Wayne Airport-Orange County Airport,Santa Ana,CA,33.67570114,-117.8679962,650.0
5.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,564.0
1.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,CEC,Jack Mc Namara Field Airport,Crescent City,CA,41.78020096,-124.2369995,56.0
1.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,591.0
1.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,MFR,Rogue Valley International Medford Airport,Medford,OR,42.37419891357422,-122.87300109863281,116.0
2.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,PDX,Portland International Airport,Portland,OR,45.58869934,-122.5979996,327.0
2.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,646.0
1.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,685.0
2.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SBA,Santa Barbara Municipal Airport,Santa Barbara,CA,34.42620087,-119.8399963,509.0
1444.0,0.01108033241,0.98891966759,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,250.0
2.0,0.0,1.0,ACV,Arcata Airport,Arcata CA,CA,40.97809982299805,-124.10900115966797,SMF,Sacramento International Airport,Sacramento,CA,38.69540023803711,-121.59100341796875,207.0
629.0,0.060413354531,0.939586645469,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,737.0
1.0,0.0,1.0,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,652.0
2.0,0.0,1.0,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,CO,39.22320175,-106.8690033,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,730.0
61.0,0.0,1.0,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,516.0
499.0,0.0,1.0,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,668.0
388.0,0.0,1.0,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,SCK,Stockton Metropolitan Airport,Stockton,CA,37.894199371338,-121.2379989624,625.0
1.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,ABQ,Albuquerque International Sunport Airport,Albuquerque,NM,35.040199279785156,-106.60900115966797,704.0
2.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,94.0
1.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,DRO,Durango La Plata County Airport,Durango,CO,37.1515007019,-107.753997803,642.0
4.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,100.0
1.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,GJT,Grand Junction Regional Airport,Grand Junction,CO,39.1223983765,-108.527000427,633.0
2.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,224.0
20.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,109.0
3.0,0.0,1.0,BFL,Meadows Field,Bakersfield,CA,35.43360138,-119.0569992,ONT,Ontario International Airport,Ontario,CA,34.055999755859375,-117.60099792480469,126.0
